"created_at","state","code","text"
"19","Florida","FL","reallyamerican1 gop grifter “rip  wage healthcare mail voting public services  ’m declaring open sea… httpstcoqbloq8ecvg"
"19","Michigan","MI","rt constancejackso thejackhopkins freddyatton first day early voting  georgia   charts blue 22"
"19","Georgia","GA","one   hosts  point      persons arrested  black   receive voting cards   e… httpstcovrdyq9s8ld"
"19","Texas","TX","sparklyjules1  awful lot  women   voting pool opted    children   wanted  live … httpstcov13iieqrud"
"19","New York","NY","student taste tests students  ps 31  greenpoint  tasting  voting  meals   soon   … httpstco6uusegmroi"
"19","Texas","TX","rt demz4democracy remember   vote republican youre voting  trump even  hes    ballot  will protect  trum…"
"19","West Virginia","WV","rt namelessmeliora amasvotingtrack coldplay thebandghost chilipeppers imaginedragons machinegunkelly  just voted  ghost “impera…"
"19","Oregon","OR","rt angelre96386095 early voting sets  records 20 days  midterm election
folks theyre saying people  energized  vote
th…"
"19","Washington","WA","republicans take credit wherever  caused inflation  voting  everything biden wanted    get u… httpstcoblvo0xa9pr"
"19","New York","NY","seasonmaraj ’m voting  nicki minaj  favorite female hiphop artist   amas"
"19","Missouri","MO","rt lukemixonla ’re honored   st gabriel mayor lionel johnson jr’s endorsement early voting starts next week

🗳 vote luke mixo…"
"19","North Carolina","NC","rt mrscottlads 💫midterms   20 days away  u registered voting early volunteered  help get others   polls donated 
…"
"19","Mississippi","MS","rt 420joon im voting  btstwt  favorite pop duo  group  amas"
"19","Georgia","GA","cindybattles gasecofstate voting gabrielsterling style httpstcopslxy7jy4x"
"19","New Jersey","NJ","irishrygirl voting  started  many places
vote  vote today vote right now  put   phone  go vote… httpstcor7ata3gme8"
"19","Illinois","IL","freedomvids  people hurt  brain     voting httpstcoyot0gnjtve"
"19","New Jersey","NJ","rt coldplayxtra rt  reply    tweet 🐥

im voting  coldplay  favorite touring artist   amas httpstcobp5ffvfg…"
"19","Wisconsin","WI","rt kingcam79 votevets meidastouch ronjohnsonwi thank    service  thank    voting  ronjohnsonwi everyone …"
"19","California","CA","rt stapleskeri please rt

🗳️ im voting  btstwt  favorite pop duo  group   amas"
"19","Texas","TX","rt attorneycbruce black male voters  georgia turned   record breaking numbers   first day  early voting   havent seen…"
"19","California","CA","rt armyforever7 btsargento btstwt jung hoseok ♡

im voting  bts btstwt  favorite pop duo  group   amas"
"19","Minnesota","MN","rt thehsupdate retweet  reply  vote using 

’m voting  harry styles  artist   year   amas 

big goal 4000 replie…"
"19","Massachusetts","MA","annalovesvoting lol hope  person’s overly patronizing tone  working well  "
"19","South Dakota","SD","repjamiesmith   voting   jamie       spread far  wide"
"19","Washington","WA","rt princessbravato   gonna  sending tips    voting  waiting  line  vote
remember safety  numbers 
charge phone
b…"
"19","Indiana","IN","rt reynadelcamino extending early voting   majority white districts   beyond unethical 
desantis signed  executive order…"
"19","Tennessee","TN","good morning paulwe went  early voting   midterms todayofficial voting day  november 8    … httpstcodsecvmqkqm"
"19","California","CA","rt abc georgias second day  early voting totals marks  astounding 33 increase vs  second day  early voting   2020 pre…"
"19","Georgia","GA","rt ynb       … well  closing  early voting place          absence   just put…"
"19","South Carolina","SC","rt mommamia1217 🍂🍁hey georgia
vote stacey abrams  governor🍂🍁

🍁 defend reproductive freedom 👩🏽👩🏻👨🧑🏿
🍁voting rights 🗳️
🍁abolish …"
"19","California","CA","rt hashtag0t7 💜🤝🏼🐙

im voting  music   spheres  coldplay  favorite rock album   amas httpstcou5aczsfav3"
"19","Oregon","OR","peterhotez doritmi dont treat us like peons  know  process ultimately  voting  award vcf contracts fo… httpstcoly02qhazbr"
"19","California","CA","rt danielnewman  herschel walker campaigner knocked   door  pitch 😂

hi   voting  herschel walker

 

 …"
"19","Florida","FL","rt btsvotingindo im voting  bts btstwt  favorite pop duo  group   amas"
"19","Georgia","GA","rt jessicam6946    dont walk    voting precinct  fight like hell   votes  20 days   wont   country…"
"19","New Hampshire","NH","rt britchic2016 caslernoel yep
florida early voting starts soon    getting everyone  can  vote dem   
’m   deep red…"
"19","California","CA","rt bloodonhands btspydaily btstwt fire
im voting  bts btstwt  favorite pop duo  group   amas"
"19","California","CA","rt borahye20613 1020 amas

im voting  bts  btstwt  favorite pop duo  group category   amas    1rt1vote  11"
"19","Texas","TX","beyonceaccess beyonce amas ’m voting  beyoncé  favorite female rampb artist   amas 

 maior httpstco3c6sh1xgzq"
"19","Colorado","CO","qrtrtcomment   favorite yeontan pic 🐶

im voting bts btstwt  favorite pop duo  group  … httpstcopoki3w1hui"
"19","Texas","TX","beyonceaccess beyonce amas ’m voting  beyoncé  favorite female rampb artist   amas  rumi"
"19","Arkansas","AR","rt reynadelcamino extending early voting   majority white districts   beyond unethical 
desantis signed  executive order…"
"19","New York","NY","rt iamdarylleon 12  shameful  polls   close govkathyhochul    champion  voting rights  reproductive rights…"
"19","California","CA","rt sethabramson kevin mccarthy  just now confirmed    vote red  november 8 ’re voting— eyes wide open   …"
"19","Oklahoma","OK","rt juliewithpals run  candidates  fight  teachers’ unions  students looking forward  voting  ryanmwalters  oklaho…"
"19","Ohio","OH","kathrynresister  really  awesome thank   voting  hilly💙💙🤗🙌🙌"
"19","New York","NY","rt akhingomso nmcaviar im voting  nicki minaj  favorite female hiphop artist  
amas"
"19","Michigan","MI","bardiupdatess im voting  cardi b  favorite female hiphop artist   amas"
"20","Ohio","OH","rt gwenmorgan84 machineguncopia im voting  music   spheres  favorite rock album   amas"
"20","Michigan","MI","rt zubbycat thepopbase   made  want  vote   even  lol 

im voting  music   spheres  favorite rock …"
"20","Indiana","IN","’m voting  harry’s house  favorite pop album amas"
"20","Illinois","IL","rt reverendwarnock early voting  underway georgia 

 vote   kind   prayer   world  desire      ch…"
"20","Indiana","IN","’m voting  harry’s house  favorite pop album amas"
"20","New Jersey","NJ","harryto100 ☎️ ’m voting  harry styles  artist   year   amas"
"20","Minnesota","MN","rt ericswalwell   really care  law amp order ’ll  voting  former police chief valdemings flsen"
"20","Wisconsin","WI","whitehouse  thank  republicans every   standing   potus  voting  piss poor leadership"
"20","Washington","WA","rt mmpadellan instead  promoting  importance  voting lilmarco promoted  idea  people   plant explosives …"
"20","Colorado","CO","rt ronfilipkowski body cam footage  people arrested  desantis  voting  local elections offices registered   told …"
"20","California","CA","rt cnnpolitics retired conservative federal judge j michael luttig joins  voting rights groups   cocounsel   supreme court ca…"
"20","Virginia","VA","rt jdcocchiarella val demings   f rating   nra

marco rubio    rating   nra

 know  ’m voting   nov…"
"20","Massachusetts","MA","rt me85487427 ’m voting  machine gun kelly  favorite rock artist   amas"
"20","New York","NY","blaw 🇺🇸 us midterm elections 2022

🗓️ november 8 2022

✅   voting  democrats

🇺🇸 senatedems us senat… httpstco9pqrnpxqbi"
"20","New York","NY","rt iambtsddaeng im voting  btstwt  favorite pop duo  group   amas httpstcoghp2rimad0"
"20","New York","NY","rt sammyravelony  mom told     first time   life   considering voting   republican candidate  gov leez…"
"20","Arizona","AZ","nickadamsinusa   thing  dangerous  putin  enabling  dictator like trump  voting … httpstcogs6tbiflf0"
"20","Texas","TX","beyonceaccess beyonce amas ’m voting  renaissance  favorite rampb album   amas"
"20","Florida","FL","joebiden ’m maga   guess  deplorable  thought  voting    one time   lot  changed  g… httpstcogb9zduoheg"
"20","Wisconsin","WI","rt borahae13067 btsoriented   still losing  spread  voting tweets 💜

httpstcoev8gxrd7dl"
"20","New York","NY","rt harryto100 🧸harries  need  keep voting   want  music video lets go crazy  votes right now

🌟reply  “ vot…"
"20","Illinois","IL","rt dinotei1 try  steps🤩🤩🤩🤩💜💜💜💜💜
im voting  btstwt  favorite pop duo  group   amas httpstcofo2on9qugl"
"20","New Jersey","NJ","rt crewcrew  2020 trump started casting doubt  election results  voting  even  

2 years later hes   
h…"
"20","Maryland","MD","rt taebokkiii 🗳 rt  reply  vote

im voting  btstwt  favorite pop duo  group   amas"
"20","California","CA","rt teamsvs 🗳 mubeat prevoting

0930 kst update

1    6861794
2  straykids  5838223
gap 1023571🔺️🚨

⏰️ends less tha…"
"20","Illinois","IL","rt btsmoments im voting  btstwt  favorite pop duo  group   amas"
"20","Texas","TX","rt betoorourke good trouble  east texas  less  5 days  early voting httpstcozebperfmag"
"20","New Jersey","NJ","cullen4congress  yet people continue  blindly vote based   letter next   name instead  voting… httpstcoh42m1esgmf"
"20","Texas","TX","state law  texas says  poll judge can call  local police    arrested  interfering  voting"
"20","Delaware","DE","rt castellimatt election day   less  3 weeks  early voting  ny21 starts  just 10 days  women’s reproductive rights…"
"20","Illinois","IL","rt bekindlikehs harrypromote ’m voting  harry styles  artist   year amas"
"20","New Mexico","NM","rt dianagcmd incc keynote neurocritical   dr alister martin em doc massgeneralmds “voting like health care depends  ”  d…"
"20","New York","NY","well hello btstwt

’m voting  btstwt  favorite pop duo  group   amas httpstcocvfjba5hpe"
"20","Colorado","CO","rt jimjordan  said georgia’s new voting laws  reminiscent  “jim crow”

major league baseball moved  allstar game  …"
"20","Indiana","IN","rt mmpadellan instead  promoting  importance  voting lilmarco promoted  idea  people   plant explosives …"
"20","North Carolina","NC","rt cheribeasleync north carolina early voting begins tomorrow 

visit httpstcoxqgbcfxpzz  find  polling location🗳️ https…"
"20","California","CA","rt blackvotersmtr 🚨 tennessee 

early voting  upcoming statewide elections starts today   active voter  local  state ele…"
"20","California","CA","rt jeanie31199 poet703 msnbc   comes  voting making sure   kids grandkids nieces nephews get  live   democracy…"
"20","Indiana","IN","rt blondini stacey abrams yesterday  saw record turnout  early voting yes    excited  let’s remember   m…"
"20","California","CA","rt ydmm07hobi im voting  bts btstwt  favorite pop duo  group   amas"
"20","Pennsylvania","PA","rt jimjordan  said georgia’s new voting laws  reminiscent  “jim crow”

major league baseball moved  allstar game  …"
"20","Alabama","AL","onikaforce im voting  nicki minaj  favorite female hiphop artist   amas"
"20","Illinois","IL","rt votinghshq last one  today can  get  least 600 replies  

— ’m voting  harry styles  artist   year  …"
"20","Texas","TX","rt orna2129 dear fellow bts army

please give tinytan  chance  bts   break 🙏 check   tinytan mv

’m voting  bts b…"
"20","Ohio","OH","rt baddcompani remember    voting         future   responsibility  assure 

pink …"
"20","California","CA","rt rosekpr4715   macho men…’re  tough   gun rights  immigration plane rides  voting fraud claims thei…"
"20","Texas","TX","rt jennanrun 🚨🚨🚨texansstudent ride share  voting"
"20","California","CA","13 im voting  taylor swift  favorite female pop artist   amas"
"20","California","CA","rt jisoomysky ’m voting  blackpink blackpink  favorite kpop artist   amas uno"
"20","Georgia","GA","rt dearbelcalis “ thang   hip whip btches  shape ’s   call  fcking waist trainer” 😮‍💨

im voting  cardi b …"
"20","California","CA","2 im voting  red taylor’s version  favorite country album   amas"
"20","Maryland","MD","hiseminencej voting  santa claus  adults"
"20","Florida","FL","rt 92fuzzy92 im voting  bts btstwt   favorite pop duo  group   amas 
jeon jungkook httpstcobiz6xek3zg"
"20","Nevada","NV","rt jessicam6946    dont walk    voting precinct  fight like hell   votes  20 days   wont   country…"
"20","Connecticut","CT","rt cypherluscious   telling    cena   rock   purple side win  matter 

im voting bts btstwt fo…"
"20","Illinois","IL","rt milaofrivia hkhstyles hsadore ’m voting  harry styles  artist   year amas   grapejuice"
"20","Georgia","GA","rt teamsvs stays 

last hour  voting⏰️

drop   beats
  even  150 saved beats 💪

lets win  prevoting https…"
"20","Missouri","MO","rt joshshapiropa retweet  youre voting  november 8th"
"20","New York","NY","rt katmin11 honsool07 iambeckyg tqm reina💜

im voting  beckyg  favorite female latin artist   amas iambeckyg https…"
"20","Alabama","AL","rt briantylercohen   major reproductive rights implications   ballot  michigan  proposal 3

voting yes protects abort…"
"20","California","CA","im voting  btstwt   favourite grouppop duo   amas 😙"
"20","California","CA","rt sjeykeyy thepopbase lmaoo cry harder

im voting  music   spheres  favorite rock album   amas"
"20","California","CA","rt jilliansaysnow sure  shouldn’t worry  social security  medicare 

’s   said  roe  voting rights 

🗳🗳🗳"
"20","Georgia","GA","rt skzsupportteam stays 

last hour  voting⏰️

drop   beats
  even  150 saved beats 💪

lets win  prevoting…"
"20","Texas","TX","rt yehbts ’m voting  bts btstwt   years favorite pop duo  group   amas 2022"
"20","Georgia","GA","rt fabiotheebarb latto ’m voting  dove cameron  new artist   year   amas  🤷🏼‍♂️
httpstcoxs11mbkeuw"
"20","Texas","TX","rt attorneycbruce black male voters  georgia turned   record breaking numbers   first day  early voting   havent seen…"
"20","Georgia","GA","rt vinivinidogo happy mcm  mentallydivine  nobody elseand yes voting can  sexy"
"20","Louisiana","LA","rt jevinhodge  woman’s right  control   body  safety   kids  school securing  democracy voting rights   mu…"
"20","Virginia","VA","rt johncusack ron deathsantis   now arresting people  voting      gotcha trick fascist law  undoes  2018 election law…"
"20","Georgia","GA","jdcocchiarella  cares   sexual predator  voting      jail   felon without  right  vote anyway"
"20","California","CA","rt elvialimon  swear voting  california   native texan   weird    get  vote  mail   get  booklet  info  wh…"
"20","West Virginia","WV","rt noemiefievet ’re getting close  

im voting  ghost “impera”  favorite rock album   amas"
"20","New Jersey","NJ","amyklobuchar voting red baby"
"20","Arizona","AZ","rt mcazliberty get rid  mailin voting  

 left wants  mailin voting  id  signature matching monthlong voting ballot h…"
"20","Pennsylvania","PA","rt duty2warn inhale hold breath keep  house add 2 seats   senate indict trump codify roe pass voting rights expand  co…"
"20","New Jersey","NJ","rt btsmoments im voting  btstwt  favorite pop duo  group   amas"
"20","Oklahoma","OK","rt cufrance ’m voting  carrie underwood  favorite female country artist   amas  18"
"20","South Carolina","SC","rt lisaforsc   thread     early voting locations south carolina threading   ’s  many  one tweet…"
"20","Utah","UT","stevenbeschloss    voting  crime  exploded   borders  wide open"
"20","Massachusetts","MA","rt bocktwt im voting  bts btstwt  favorite pop duo  group   amas  httpstco8i9rg15riw"
"20","Massachusetts","MA","rt mayagosztyla 1 week  today voting will open  authorize  strike  48000 academic workers including grad students postdocs…"
"20","New Jersey","NJ","rt kelleykga  cdc confirmed today  wapo   will  voting thursday  adding eua andor fully licensed covid vaccines  th…"
"20","Texas","TX","rt attorneycbruce black male voters  georgia turned   record breaking numbers   first day  early voting   havent seen…"
"20","California","CA","ahh election season  upon us… condescending punditry already starting   “ voting  yourmy… httpstcobieieovw9f"
"20","New Mexico","NM","rt kyivindependent ⚡️reuters madagascar minister fired  voting  support  ukraine

senior officials  president andry rajoelina…"
"20","Texas","TX","rt demetrakaye   roland want blk people  continue voting   party  sends billions   countries   send thoughts…"
"20","South Carolina","SC","rt cardistics 🚨 gain tweet 🚨

comment

im voting  cardi b  favorite female hiphop artist   amas 

 follow everyone …"
"20","Texas","TX","rt jonahtillman6  youre voting blue  november  want  follow "
"20","North Carolina","NC","rt leyka33175     must vote  early voting starts please floridians vote blue   ballot desantis  destroying …"
"20","Wisconsin","WI","rt westsalemfb remember  vote west salem   week 9 wsn football team   week voting  open till 2 pm  tomorrow
https…"
"20","Connecticut","CT","realdailywire yes staceyabrams    twisted mind  voting equals voter suppression   illogical unethical dishonest"
"20","New York","NY","’m voting  btstwt  favorite pop duo  group  favorite kpop  artist  amas 💜🤘🔥🎶💕🎉🔥💕🤘💜👍🎼✌️🎶🎃💜🤘💕🔥🎉👍🎼✌️🎶🎃🏆🫶🎊🎆"
"20","Oregon","OR","rt willmeyerpa retired history teacher   voting blue  save democracy descmigrant  418 followers   use  support fro…"
"20","Texas","TX","rt attorneycbruce black male voters  georgia turned   record breaking numbers   first day  early voting   havent seen…"
"20","Massachusetts","MA","im voting  carrie underwood  favorite female country artist   amas 

sorry  kind   sorry😆 f… httpstcozoyjlcyh9q"
"20","North Carolina","NC","rt cheribeasleync north carolina early voting begins tomorrow 

visit httpstcoxqgbcfxpzz  find  polling location🗳️ https…"
"20","North Carolina","NC","rt johnharris4nc early voting starts tomorrow  election begins  earnest ’ve made  case  months  ’re ready   fi…"
"20","Maine","ME","’m voting  megan thee stallion  favorite female hiphop artist   amas"
"20","Texas","TX","rt 13ebts sw7wendyarmy coldplay im voting  coldplay  favorite touring artist   amas yes yes yes"
"20","Minnesota","MN","rt betoorourke good trouble  east texas  less  5 days  early voting httpstcozebperfmag"
"20","New York","NY","nickistreamteam ’m voting  nicki minaj  favorite female hiphop artist   amas"
"20","Florida","FL","jasonbmartin  will  voting  lee"
"20","Nebraska","NE","worshiphoneybee kalb83567093  voting   look  like  thumb   clit 🤣"
"20","Michigan","MI","rt tonyhussein4 arizona   worry   polls   reported  msnbc     huge turnout  early voting  blu…"
"20","Delaware","DE","early  person voting begins  oct 28th time 11am  7pm oct 28  nov 1st 7am  7pm nov 2  6… httpstcoyh4e2ixmxf"
"20","Pennsylvania","PA","idkimjules sassylilnugget  support womens wrongs  im voting  annoying ass euron greyjoy  take  place"
"20","Washington","WA","rt alicemrogers doug lamalfa continues  lie  price increases  protect  corporate donors white voting   efforts …"
"20","Pennsylvania","PA","rt itsmomonotmomos im voting  ed sheeran  favorite touring artist amas httpstco2ykkn9spvv"
"20","South Carolina","SC","rt notcapnamerica  ashy nignogs going around claiming “’ve  voting  60 years  gotten nothing   ” never seem  sa…"
"20","Indiana","IN","rt tjcjdal im voting  bts btstwt  favorite pop duo  group   amas  투표투표💜"
"20","New Jersey","NJ","rt scottpresler joebiden ’m voting republican  november 

 don’t want  nuclear war  russia 

 don’t want us   dependen…"
"20","New York","NY","rt fuccanickihata statsofminaj ’m voting  nicki minaj  favorite female hiphop artist   amas"
"20","Massachusetts","MA","rt satellitebtch five ’m voting  harry styles  artist   year   amas httpstcouknw1a3pkv"
"20","Tennessee","TN","rt jilliansaysnow sure  shouldn’t worry  social security  medicare 

’s   said  roe  voting rights 

🗳🗳🗳"
"20","California","CA","rt realdailywire stacey abrams yesterday  saw record turnout  early voting…   mean voter suppression doesnt existwe…"
"20","California","CA"," 2040 allstar voting  arrived  1st place  claude wennington followed right behind   malcolm brogd… httpstcod4jiqr83oq"
