"created_at","state","code","text","anger","anticipation","disgust","fear","joy","sadness","surprise","trust","negative","positive"
"05","Washington","WA","rt duty2warn   election approaches    good  democrats yelled  loudly  real things  republicans   bullshi…",0,2,0,1,1,0,2,3,1,2
"05","Illinois","IL","rt judicialwatch judicial watch sues ca sec state  causing youtube  censor key election integrity video just   2020 electi…",1,2,1,2,0,0,0,3,1,2
"05","Oregon","OR","rt billpascrell   rightwing supreme court destroys ’s left   voting rights act elections will  rigged votes stolen majo…",2,1,0,1,0,0,0,0,1,1
"05","Florida","FL","rt duvaldec duval county  posed  play  decisive role   november election ’s  ’ve created  2022 voters guide  v…",0,0,0,0,0,0,0,2,0,1
"05","South Carolina","SC","rt therickydavila brazil’s repugnant dictator jair bolsonaro lost  presidential election   whopping 6 million votes   opponent…",1,1,1,2,0,1,0,0,3,0
"05","Arizona","AZ","  just pretend   elections lmao httpstcojr4te0jpdu",0,0,0,0,0,0,0,0,1,0
"05","Wisconsin","WI","ronjohnsonwi    repubs support  insurrection obstruct free fair elections  gerrymandering increas… httpstcochyymczzc8",2,0,0,1,0,0,0,0,2,1
"05","Michigan","MI","z65119555 govwhitmer good point    plan  build   last election year  roads  ‘fixed’  … httpstcog7nfijbusx",0,2,0,0,1,0,1,2,0,2
"05","California","CA","rt duty2warn   election approaches    good  democrats yelled  loudly  real things  republicans   bullshi…",0,2,0,1,1,0,2,3,1,2
"05","Maryland","MD","rt duty2warn   election approaches    good  democrats yelled  loudly  real things  republicans   bullshi…",0,2,0,1,1,0,2,3,1,2
"05","Alaska","AK","angeldemon24 eyeswid62322935 immeme0 elonmusk oh sure  will   added  elections get   t… httpstcowvpvjas39p",0,0,0,0,0,0,0,0,0,0
"05","Oregon","OR","rt politicspr gutting  roe depressed rural voter turnout hurting republicans  special elections httpstcod131ridhqk httpstc…",2,0,0,2,1,2,0,0,2,1
"05","Alabama","AL","rt tribelaw trump told  crowd  october 1 “ don’t believe ’ll ever   fair election ” former us attorney joyce white va…",1,1,0,1,1,0,1,3,0,4
"05","New York","NY","rt harrisonjaime   know   youre  american studying abroad  can still vote   novembers elections  never bee…",2,1,0,1,1,1,1,1,1,1
"05","Tennessee","TN","rt chuckcallesto breaking report konnech election firm ceo eugene yu arrested  los angeles california  stealing personal data …",0,0,1,1,0,0,0,1,1,0
"05","Ohio","OH","rt ewarren five weeks  election day
five weeks   can still take action  affect  outcome
five weeks  knock  doors m…",0,0,0,0,0,0,0,0,0,2
"05","Michigan","MI","rt jocelynbenson ’s tuesday october 4

polls close 5 weeks  today   election  will determine  future   democracy…",0,0,0,0,0,0,0,0,0,1
"05","Utah","UT","utjolley  actively support  man    accounts   willing participant  undermining  free  fair election …",0,0,0,0,0,0,0,1,0,1
"05","Maryland","MD","rt opensecretsdc outside spending  2022 federal elections topped 1 billion putting outside groups  track  record spending  wha…",0,1,0,0,0,0,0,0,0,0
"05","Tennessee","TN","rt josie0430   commute home  using  time  text  gunsense candidates 💬 election day  fast approaching   need ever…",0,2,0,0,0,0,0,0,0,1
"05","Texas","TX","anybody watch tuckercarlson tonight  thebobulinskiinterview   mr bobulinski talked   2020 election   fbi involvement",1,1,0,1,0,0,0,0,0,0
"05","Arkansas","AR","rt langmanvince watching tucker carlson tonight  now crystal clear 
 fbi interference   2020 presidential election    1…",0,0,0,0,0,0,0,0,1,1
"05","Florida","FL","rt papitrumpo rigged election httpstcoggnag6nwpm",0,0,0,0,0,0,0,0,0,0
"05","California","CA","rt rrhelections    wife  gasen raphael warnock d  atlanta police bodycam footage alleging spousal abuse  police …",1,0,1,2,0,1,0,1,1,1
"05","New Mexico","NM","nmsosmaggie     will  vote  dems yes elections  require  legal citizenship identification… httpstco8pafctsuby",1,1,0,0,1,1,1,2,1,2
"05","Georgia","GA","pbyrongt 02ericl rrhelections seanmdav   give asian americans  hispanics americans   special districts  well",0,0,0,0,1,0,0,0,0,1
"05","Oklahoma","OK","rt mcvay51 oklaed early voting begins 11222 election day  11822 let’s go httpstcokydruwhwgc",0,0,0,0,0,0,0,0,0,0
"05","California","CA","636
beto abortionban 
 election   whether  woman  texas can make   decisions    body",0,0,0,0,0,0,0,0,0,0
"05","California","CA","rt markpocan  case  haven’t noticed  election  november 8th  december 8th   absentee voting already happening  wi…",0,0,0,1,0,2,0,1,2,1
"05","Michigan","MI","robreiner  2020   obvious     live   democracy   government can overturn  election… httpstcos86cuhzk3i",0,0,0,1,0,0,0,1,2,2
"05","Texas","TX","election killing  trees   spirit  berkeley  berkeley daily planet tree trees httpstco0hfwmaowa2",2,2,1,1,1,1,1,1,1,2
"05","Idaho","ID","rt tommyahlquist 2022 idaho gop litmus test

1 joe biden won  election
2    insurrection  jan 6th
3 gt5000 idahoans ha…",1,0,0,0,0,0,0,0,1,0
"05","Colorado","CO","rt thebradfordfile elon musk  alter  outcome   next election   making things fair",0,0,0,0,0,0,0,0,0,2
"05","Oregon","OR","rt rbreich weekly reminder ginni thomas  directly involved  efforts  overturn  2020 election

meanwhile  husband clarenc…",0,0,0,0,0,0,0,0,1,0
"05","Florida","FL"," poll    caymanislands

 path   choose   run  election",0,0,0,0,0,0,0,1,0,0
"05","Oregon","OR","rt papitrumpo rigged election httpstcoggnag6nwpm",0,0,0,0,0,0,0,0,0,0
"05","California","CA","rt nikkihaley  just   month away  election day   race   tight 

donate now  help send droz  congress http…",0,0,1,0,0,0,0,1,0,0
"05","Florida","FL","rt papitrumpo rigged election httpstcoggnag6nwpm",0,0,0,0,0,0,0,0,0,0
"05","Massachusetts","MA","peterobi god will give   strength  go around  grant  success   fort coming presidential election  jesus name 🙏🏾",0,4,0,1,3,0,0,4,0,4
"05","Nebraska","NE","rt rrhelections ladies  gentlemen  present   best political ad  2022 paid    gratiot county republican party  …",0,1,0,0,1,0,1,2,0,1
"05","Texas","TX","rt chuckcallesto breaking report konnech election firm ceo eugene yu arrested  los angeles california  stealing personal data …",0,0,1,1,0,0,0,1,1,0
"05","Texas","TX","rt kelliwardaz today  rnc gop joined  azgop  suing  hold maricopa county accountable  arizona law electionintegrity vot…",0,0,0,0,0,0,0,3,0,2
"05","Texas","TX","rt dallasschools  us will hold midterm elections  november 8th dallas isd  partnered  march   polls  encourage …",0,0,0,0,1,0,0,1,0,2
"05","South Carolina","SC","rt sarahkendzior  idea   gop  trying  win hearts  minds instead  engineer election structures remains laughable  t…",0,0,2,1,0,0,0,1,2,1
"05","Vermont","VT","lavernspicer  can  see   lost  election ",0,0,0,0,0,1,0,0,1,0
"05","Florida","FL","rt repdanbishop hunter biden   crook  big tech swung  election  joe biden",0,1,0,1,0,1,0,0,2,0
"05","Illinois","IL","rt yolo304741 breaking ceo  election company konnech  sued true  vote  just arrested  exactly  true  vote  …",1,1,0,0,1,1,1,1,1,1
"05","Massachusetts","MA","rt tony4wi   don’t win  election every dangerous antiabortion bill    vetoed will come back  become law   wha…",0,0,0,1,0,0,0,2,1,1
"05","Iowa","IA","rt macfarlanenews six days  election day

trial exhibit  day 2   oathkeepers seditious conspiracy trial    prosecutors pr…",0,0,0,1,0,0,0,0,0,0
"05","Pennsylvania","PA","rt tuckercarlson 2 years ago   last presidential election  interviewed  former business partner   biden family called…",0,0,0,0,0,0,0,0,0,1
"05","Texas","TX","rt momsagabbott  👇🏼  voter suppression walker county  texas cancelled elections  nov 8   candidate  unopposed 🤬…",1,0,1,1,0,0,0,1,1,1
"05","Texas","TX","rt tuckercarlson 2 years ago   last presidential election  interviewed  former business partner   biden family called…",0,0,0,0,0,0,0,0,0,1
"05","Pennsylvania","PA","rt electionwiz breaking ukraine announces  will seek 15 billion  us financial aid  gas purchases",0,1,0,0,0,0,0,0,0,1
"05","Texas","TX","rt madmotormant   facts    fbi  responsible  election interference regarding hunter biden   whole biden crim…",0,1,0,1,0,1,0,2,2,2
"05","Texas","TX","rt 4malityrulz mentally tired full time job post card writing block walking election training 
im   half  things o…",0,1,0,0,0,0,0,0,1,2
"05","Iowa","IA","texas aampm’s early voting location  popular  general elections    moved  campus… httpstcoqqdceodrmy",0,0,0,0,0,0,0,1,0,1
"05","Virginia","VA","rt bennyjohnson bobulinski “ fbi alone altered history   2020 election”

 httpstcolcjcsavnue",0,0,0,0,0,0,0,0,0,0
"05","Georgia","GA","rt msavaarmstrong  predict  2022 midterm election will  record voter turnout  republicans",0,1,0,0,0,0,0,0,0,0
"05","Texas","TX","virginia republican congressional candidate hung cao  asked —

“  believe  2020 election  free fair… httpstco4jwhzti3nu",0,0,0,0,0,0,0,0,0,2
"05","Oklahoma","OK","rt madisonhornok whether spreading falsehoods   pact act  sowing doubt   election process senatorlankford  sidesteps…",0,0,0,1,0,1,0,2,1,0
"05","Louisiana","LA","rt nickadamsinusa stacey abrams   election denier",0,0,0,0,0,0,0,0,0,0
"05","Pennsylvania","PA","rt rrhelections    wife  gasen raphael warnock d  atlanta police bodycam footage alleging spousal abuse  police …",1,0,1,2,0,1,0,1,1,1
"05","New York","NY","beto’s strengths   election  two things  didn’t    ran  president  wasn’t able  expres… httpstcolv3xmvnrl8",0,0,0,0,0,0,0,1,0,1
"05","Louisiana","LA","rt betoorourke  election   whether  texas woman can make   decisions    body httpstcowpptz431x1",0,0,0,0,0,0,0,0,0,0
"05","Ohio","OH","rt jackposobiec breaking ceo  us election software firm konnech arrested  storing data  servers  china
httpstcoizckkn7gbx",0,0,0,0,0,0,0,0,0,0
"05","Arizona","AZ","rt repdanbishop hunter biden   crook  big tech swung  election  joe biden",0,1,0,1,0,1,0,0,2,0
"05","Georgia","GA","rt thebradfordfile elon musk  alter  outcome   next election   making things fair",0,0,0,0,0,0,0,0,0,2
"05","North Carolina","NC","rt tribelaw trump told  crowd  october 1 “ don’t believe ’ll ever   fair election ” former us attorney joyce white va…",1,1,0,1,1,0,1,3,0,4
"05","Hawaii","HI","rt proudelephantus    34 days remaining   november midterm elections 

retweet   agree    single democr…",0,0,0,0,0,0,0,0,0,1
"05","Minnesota","MN","rt analiseortizaz ld24 voters  loving  maricopadems voter guides ’s  lot  stake   election— school board race…",0,1,0,0,1,0,0,2,0,1
"05","Alabama","AL","rt jackposobiec breaking ceo  us election software firm konnech arrested  storing data  servers  china
httpstcoizckkn7gbx",0,0,0,0,0,0,0,0,0,0
"05","Florida","FL","rt sandibachom right   election   filming   press pool   trump tower lobby  elonmusk  one   first …",0,0,0,0,0,0,1,0,0,2
"05","New York","NY","rt claytravis georgia’s new election law   upheld  constitutional   obama appointed judge combined  primary voting surg…",0,0,0,0,0,0,0,2,0,2
"05","Texas","TX","antiglobalism   living    blue shthole citiesstates 
 election   last shot   r… httpstcoeyva7rhn0e",1,0,0,1,0,2,1,0,1,0
"05","Nevada","NV","rt mattgaetz  continue  learn odd things   

“ secure election  history”

 guess    waylesssecure el…",0,1,0,0,0,0,1,1,0,2
"05","North Carolina","NC","rt duty2warn   election approaches    good  democrats yelled  loudly  real things  republicans   bullshi…",0,2,0,1,1,0,2,3,1,2
"05","Missouri","MO","rt duty2warn   election approaches    good  democrats yelled  loudly  real things  republicans   bullshi…",0,2,0,1,1,0,2,3,1,2
"05","Missouri","MO","rt jackposobiec breaking ceo  us election software firm konnech arrested  storing data  servers  china
httpstcoizckkn7gbx",0,0,0,0,0,0,0,0,0,0
"05","Florida","FL","rt pamkeithfl  every fiber     wish biden  legalize weed 

 election  tight     everything  energize…",0,0,0,0,0,0,0,0,0,0
"05","California","CA","rt tpostmillennial breaking ceo  us election software firm konnech arrested  storing data  servers  china

httpstcozdw8zkx…",0,0,0,0,0,0,0,0,0,0
"05","Idaho","ID","rt duty2warn   election approaches    good  democrats yelled  loudly  real things  republicans   bullshi…",0,2,0,1,1,0,2,3,1,2
"05","Indiana","IN","rightwingers desperately try  twist bolsonaro election httpstcozbjxxeoav8",0,0,0,0,0,0,0,0,0,0
"05","Washington","WA","rt bourdinfred stolen election httpstcohnwgcxlavj",1,0,0,0,0,0,0,0,1,0
"05","Wisconsin","WI","rt richardstaff  steve cohen wanted  spend 300m  get stomped  atlanta  ’ve just donated    trump reelection cam…",0,0,0,0,0,0,1,0,0,0
"05","Florida","FL","catturd2 pre election conservative purge",0,0,0,1,0,0,0,0,1,0
"05","North Carolina","NC","rt jackposobiec breaking ceo  us election software firm konnech arrested  storing data  servers  china
httpstcoizckkn7gbx",0,0,0,0,0,0,0,0,0,0
"05","Georgia","GA","rt brandonstraka  lot  people got  follower purge today twitter’s  purging  followers consistently since  2020 election …",0,0,0,1,0,0,0,1,1,0
"05","California","CA","rt lmmomto2 zaleskiluke ap brieannafrank  wants  buy twitter    influence  upcoming election s  doubt   tak…",0,0,0,1,0,1,0,1,2,1
"05","Arizona","AZ","rt repdanbishop hunter biden   crook  big tech swung  election  joe biden",0,1,0,1,0,1,0,0,2,0
"05","California","CA","shoe0nhead   gif selections httpstconwdd8zwg16",0,0,0,0,0,0,0,0,0,0
"05","California","CA","rt barnettforaz well well well

huge election company konnech ceo eugene yu arrested  los angeles  theft  personal data  electi…",1,0,1,1,0,1,0,1,1,0
"05","Oklahoma","OK","rt warondumb   least two elections alabamas  republican party chairman  voted   photo id  made   states top e…",0,1,0,0,0,0,0,2,0,2
"05","New Jersey","NJ","rt tpostmillennial breaking ceo  us election software firm konnech arrested  storing data  servers  china

httpstcozdw8zkx…",0,0,0,0,0,0,0,0,0,0
"05","Texas","TX"," bobilinski  bidenlaptop  zuckerbergs 400m  can anyone say  election wasn’t rigged   straight face",0,0,0,0,0,0,0,0,0,0
"05","California","CA","rt tuckercarlson 2 years ago   last presidential election  interviewed  former business partner   biden family called…",0,0,0,0,0,0,0,0,0,1
"05","North Carolina","NC","model bayesian generalization 
httpstcojkcre9cl9w

bayesian model selection  marginal likelihood  generalization",0,0,0,0,0,0,0,0,0,1
"05","Texas","TX","rt jackposobiec breaking ceo  us election software firm konnech arrested  storing data  servers  china
httpstcoizckkn7gbx",0,0,0,0,0,0,0,0,0,0
"05","Colorado","CO","   hope   point  vote  hope  elections aren’t rigged",1,2,0,0,2,1,2,2,1,2
"05","Mississippi","MS","rt johnfaidutti  world knows trump won  election lmfaoooooooooooooooooooooooo lmfaoooooooooooooooooooooooo lmfaooooooooooooooooooo…",0,0,0,0,0,0,1,0,0,0
"05","California","CA","697
beto abortionban 
 election   whether  woman  texas can make   decisions    body",0,0,0,0,0,0,0,0,0,0
"05","California","CA","rt tuckercarlson 2 years ago   last presidential election  interviewed  former business partner   biden family called…",0,0,0,0,0,0,0,0,0,1
"05","California","CA","rt tribelaw trump told  crowd  october 1 “ don’t believe ’ll ever   fair election ” former us attorney joyce white va…",1,1,0,1,1,0,1,3,0,4
"05","California","CA","736
beto abortionban 
 election   whether  woman  texas can make   decisions    body",0,0,0,0,0,0,0,0,0,0
"05","California","CA","rt narrovictor  continue  believe    best choice  represent  residents  cd15
 
  election  city controller …",0,1,0,0,0,0,0,1,0,2
"05","New Jersey","NJ","rt darylcarr17 now  mudslinging starts  walker  georgia    stories always just   election   tight race …",0,0,0,0,0,0,0,0,0,0
"05","Texas","TX","rt realjameswoods holy fortune cookies   pesky “election deniers” onto something  

isn’t storing election poll workers’ data…",0,1,0,0,1,0,1,2,0,2
"05","Pennsylvania","PA","rt propublica  billionaire tiktok investor  spent   100m  election campaigns  recent years  money going  everyt…",1,1,0,0,1,0,1,1,1,1
"05","North Carolina","NC","httpstco4nkxbktsqr 
training embedding wordembedding dimension

single training dimension selection  word embedding  pca",0,0,0,0,0,0,0,1,0,1
"05","California","CA","rt shercares occupydemocrats interesting  ginni thomas testified last week   16 committee  still believes election  stol…",0,0,0,0,0,0,0,1,0,1
"05","California","CA","herselections beyonce 😂  can’t wait  go  ",0,1,0,0,0,0,0,0,1,0
"05","Alaska","AK","rt tuckercarlson 2 years ago   last presidential election  interviewed  former business partner   biden family called…",0,0,0,0,0,0,0,0,0,1
"05","California","CA","rt papitrumpo rigged election httpstcoggnag6nwpm",0,0,0,0,0,0,0,0,0,0
"05","Arizona","AZ","rt pvtjokerus ive seen  entire govt weaponized   political opponent 

ive seen  stolen election 

ive seen  virus weapon…",2,1,1,1,0,0,0,0,3,0
"05","Tennessee","TN","rt jackposobiec breaking ceo  us election software firm konnech arrested  storing data  servers  china
httpstcoizckkn7gbx",0,0,0,0,0,0,0,0,0,0
"05","Illinois","IL","rt akarealdirty breaking ceo  us election software firm konnech arrested  storing data  servers  china   post millennial …",0,0,0,0,0,0,0,0,0,0
"05","Washington","WA","rt andreaehailey  election officials   elect   chosen   people  elect control   process    voi…",0,0,0,0,0,0,0,1,0,2
"05","Ohio","OH","rt casandralgarcia 🚨 36 days  election day 🚨

 evening spent door knocking  shertz  pasa   mayor  shertz ralph gut…",0,0,1,0,0,0,0,0,1,1
"05","California","CA","rt tuckercarlson 2 years ago   last presidential election  interviewed  former business partner   biden family called…",0,0,0,0,0,0,0,0,0,1
"05","California","CA","890
beto abortionban 
 election   whether  woman  texas can make   decisions    body",0,0,0,0,0,0,0,0,0,0
"05","Washington","WA","rt pinknews founder  antilgbt party  compared gay people  nazis set  win seat  israel election httpstcoxlaqgfkktq",0,0,0,0,0,0,0,0,0,0
"05","Colorado","CO","rt realjameswoods holy fortune cookies   pesky “election deniers” onto something  

isn’t storing election poll workers’ data…",0,1,0,0,1,0,1,2,0,2
"05","Montana","MT","rt realjameswoods holy fortune cookies   pesky “election deniers” onto something  

isn’t storing election poll workers’ data…",0,1,0,0,1,0,1,2,0,2
"05","Texas","TX","rt electionwiz  happened   antiwar movement   left",0,0,0,0,0,0,0,0,0,0
"05","Minnesota","MN","rt amoneyresists breaking within just hours   2020 election  called  biden stewart rhodes—leader   oath keepers—began…",0,0,0,0,0,0,0,2,0,2
"05","Arizona","AZ","rt papitrumpo rigged election httpstcoggnag6nwpm",0,0,0,0,0,0,0,0,0,0
"05","Ohio","OH","rt victoriaroark langmanvince cdekeane tucker  shear fact   fbi   see election fraud  committed across  nat…",1,0,0,0,0,0,0,2,1,1
"05","Missouri","MO","rt langmanvince watching tucker carlson tonight  now crystal clear 
 fbi interference   2020 presidential election    1…",0,0,0,0,0,0,0,0,1,1
"05","Colorado","CO","rt dlucy46 adamforcolorado   buck  suddenly working  month   election colorado deserves better   people",0,0,0,1,0,0,2,0,1,2
"05","California","CA","rt apartemusic 🙏🙏  big thanks   ny times  choosing  album  tribute  pauline viardot   selection 

viardot marina…",0,0,0,0,0,0,0,0,0,1
"05","South Dakota","SD","   possibly     elections nbc reporter",0,0,0,0,0,0,0,1,0,1
"05","South Carolina","SC","rt tpostmillennial breaking ceo  us election software firm konnech arrested  storing data  servers  china

httpstcozdw8zkx…",0,0,0,0,0,0,0,0,0,0
"05","California","CA","• record number  filipinos running  british columbia municipal elections

• new exhibit  ancient philippine… httpstco5hk8h6svy3",0,0,0,0,0,0,0,0,1,0
"05","Oklahoma","OK","rt tuckercarlson 2 years ago   last presidential election  interviewed  former business partner   biden family called…",0,0,0,0,0,0,0,0,0,1
"05","Nevada","NV","rt tpostmillennial breaking ceo  us election software firm konnech arrested  storing data  servers  china

httpstcozdw8zkx…",0,0,0,0,0,0,0,0,0,0
