"created_at","state","code","text","anger","anticipation","disgust","fear","joy","sadness","surprise","trust","negative","positive"
"20","Minnesota","MN","u don’t smoke   smoke 🔥 
carteldestoners stickyickyacademy",0,0,0,0,0,0,0,1,0,1
"21","Pennsylvania","PA","“prepare  perform  card stunt”",0,1,0,0,0,0,0,0,0,1
"21","Texas","TX","j got  card declined  subway fuck  shit fr",1,0,1,0,0,0,0,0,1,0
"21","California","CA","  scale  110  satisfied     current position ⬇🤔 

winmax technology techcareers… httpstco8jncyeumlm",0,0,0,0,1,0,0,0,0,2
"21","Nebraska","NE","gothenburg health  privileged  host gothenburg high school students  week  learned  careers  h… httpstco3ytx81dwhr",0,0,0,0,1,0,0,2,0,1
"21","New York","NY","rt moneyjumpin u gotta  fucking kidding  carti httpstcohaxwbjz9dy",0,0,0,0,0,0,0,0,0,0
"21","California","CA","rt katiephangshow katiephang “ejeancarroll    friends weve  friends  years  even   werent   care abou…",0,0,0,0,0,0,0,0,0,0
"21","Louisiana","LA","rt eileencarter  donations made   locations possible thank  thank  thank  please donate  httpstcoorod…",0,0,0,0,0,0,0,0,0,0
"21","California","CA","lets hit apothecary 🍻 

happybirthday jonprasida 

kungfu 

cwkungfu 

ryanshen 

httpstcopjbtrvafn3",1,0,0,0,0,0,0,0,1,0
"21","Hawaii","HI","johnjhendrix cards score   3rd qt",0,1,0,0,1,0,1,0,0,1
"21","Pennsylvania","PA","rt cartwrightpa  opponent’s dc lobbying firm worked  behalf   saudi arabian government   families  911 victims…",1,1,1,2,0,0,0,0,2,0
"21","Ohio","OH","rt roguecitizenone cheribeasleync republicans  vowed  cut privatize  even end social security  medicare benefits  pay …",0,1,0,0,1,0,0,1,0,1
"21","Missouri","MO","rt morethanmysle just announced kevin mccarthy says  will cut social security  medicare   becomes speaker tell everyone",0,0,0,0,0,0,0,0,0,0
"21","Virginia","VA","rt nerdist name  scariest video game youve ever played ⤵️",0,0,0,0,0,0,0,0,0,0
